Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder Z,Label
221.9775391,-250.9765935,-506.2475967,410.5538177,-3.157839775,-109.8533356,-153.2960343,good
244.8543167,-302.7456951,-629.2344761,458.7784195,-2.33751297,-202.7247906,-159.0863228,good
253.4710312,-280.1761079,-576.0043859,450.4574966,-10.01674175,-152.8597677,-148.0803716,good
236.971283,-289.9879932,-545.4920483,433.5962677,-8.805155754,-155.0130022,-152.3016107,good
244.2228699,-235.2385283,-534.7036028,430.7740021,-21.92836761,-109.6118188,-151.0974598,good
230.513649,-239.6712542,-469.2030716,423.375206,-11.02340698,-115.4949117,-145.1542854,good
203.7250137,-241.7588711,-416.071043,371.5317917,-6.128611565,-118.657912,-103.4356892,good
201.1269379,-249.9184299,-447.4483395,375.8454895,18.14181805,-119.9760461,-116.9141221,good
194.7862244,-232.268765,-385.2459812,364.8149872,5.612211227,-100.0743663,-95.78567505,good
190.4915619,-224.3697238,-390.5857658,356.4515686,1.633057594,-97.20971346,-98.29671621,good
189.9837494,-243.8939738,-468.5921288,362.0706177,23.57618809,-147.7142179,-108.2444823,good
186.4850616,-243.4624386,-464.5451689,365.8900452,-3.685827255,-89.49169993,-143.7701476,good
158.6635208,-259.1165185,-437.4104404,339.9318314,-1.703696251,-92.61184931,-147.0725155,good
183.1882858,-280.653348,-515.1758766,356.3959885,-2.444543839,-153.2426262,-211.52529,good
181.2436676,-280.4121852,-542.5296879,382.3628235,-6.597890854,-153.6518025,-200.3674722,good
186.5724182,-238.4624147,-505.3823376,412.3155975,-10.64291954,-117.3797429,-165.5237103,good
192.4059677,-264.9615884,-575.1753902,415.6464767,-8.111901283,-179.881264,-226.1631131,good
182.1429825,-231.5566492,-546.9882917,382.472496,0.20195961,-173.8960648,-189.083097,good
225.5018616,-216.0198784,-592.7286673,422.4259186,-3.018450737,-171.1746526,-207.721467,good
166.2519455,-218.0176306,-427.5645447,322.609024,-1.522121429,-31.35172427,-138.393209,good
179.6470261,-222.427032,-542.3626184,344.2995834,-0.108790398,-144.1739595,-200.5823064,good
161.0868073,-201.6105151,-419.5269728,328.415947,-0.879807472,-88.20190072,-132.9088211,good
159.9938583,-249.4796848,-420.7245255,335.8765411,10.76492786,-66.83780015,-144.3263626,good
160.3264618,-215.3252506,-591.7670202,349.3838501,-19.83581543,-83.87749851,-243.5759497,good
178.2439423,-231.8873978,-554.7136974,358.1686401,-21.02967739,-90.31466603,-232.1136045,good
195.2993393,-227.1804857,-553.8457775,375.2282333,-18.05899143,-116.1667407,-218.4150052,good
191.1584091,-212.3002338,-495.8367205,369.4318771,-17.73047447,-114.7128117,-197.9959059,good
190.8828735,-213.0343866,-515.5773926,367.6044464,-22.48008728,-114.715451,-199.1544271,good
188.7673187,-189.9547291,-456.0824776,339.2539978,-21.41685963,-72.55355,-192.028892,good
173.2018661,-200.2417517,-470.5881214,330.0407791,-13.30246925,-82.25694001,-170.4655516,good
177.6983643,-216.9842291,-483.0530977,351.0094452,-12.37605572,-132.634356,-173.6112785,good
146.6794586,-199.840107,-485.7775784,294.7364426,-6.976318359,-127.9075098,-176.4088976,good
151.076622,-215.8983421,-488.2831907,291.5365601,-11.32982254,-125.3346276,-171.0755289,good
148.2303238,-203.3458185,-425.2905893,291.6906357,-6.942715645,-62.68660426,-154.221729,good
195.0263977,-182.220397,-491.4698696,341.7655182,2.570028305,-76.10603929,-161.1495209,good
